reportdate,pruid,prename,prfname,series_type,primary_series,first_additional_vaccine,second_additional_vaccine,primary_series_completed
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,mRNA mixed series,All other series,All other series,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,mRNA mixed series,All other series,Have not received a 2nd additional dose,46
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,83561
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Moderna Spikevax,1005
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,860
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,All other series,2
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,78420
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,Moderna Spikevax,Moderna Spikevax,Moderna Spikevax,36148
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,Moderna Spikevax,Pfizer-BioNTech Comirnaty,3076
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,Moderna Spikevax,All other series,7
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,Moderna Spikevax,Moderna Spikevax,Have not received a 2nd additional dose,341908
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,All other series,Moderna Spikevax,7
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,All other series,All other series,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,Moderna Spikevax,All other series,Have not received a 2nd additional dose,119
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,377045
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,77
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,161
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,40599
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Moderna Spikevax,206
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,69
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,All other series,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Have not received a 2nd additional dose,102216
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Moderna Spikevax,8
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Pfizer-BioNTech Comirnaty,6
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Have not received a 2nd additional dose,87
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,29299
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Moderna Spikevax,64
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,186
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,All other series,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,44265
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Moderna Spikevax,249
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Pfizer-BioNTech Comirnaty,88
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,All other series,3
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Have not received a 2nd additional dose,55626
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Moderna Spikevax,7
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Pfizer-BioNTech Comirnaty,13
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,All other series,6
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,226
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,87
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,24520
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,18
"June 19, 2022",59,British Columbia,Colombie-Britannique,3,All other series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,326
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Pfizer-BioNTech Comirnaty,All other series,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,3,All other series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,7
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,8892
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Moderna Spikevax,Moderna Spikevax,132
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,37
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Moderna Spikevax,All other series,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,3,All other series,Moderna Spikevax,Have not received a 2nd additional dose,3
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Moderna Spikevax,Have not received a 2nd additional dose,3977
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,All other series,Moderna Spikevax,46
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,All other series,Pfizer-BioNTech Comirnaty,110
"June 19, 2022",59,British Columbia,Colombie-Britannique,3,All other series,All other series,Pfizer-BioNTech Comirnaty,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,All other series,All other series,2
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,All other series,All other series,All other series,1
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,All other series,Have not received a 2nd additional dose,118
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,All other series,All other series,Have not received a 2nd additional dose,1020
"June 19, 2022",59,British Columbia,Colombie-Britannique,3,All other series,All other series,Have not received a 2nd additional dose,3
"June 19, 2022",59,British Columbia,Colombie-Britannique,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,1606
"June 19, 2022",59,British Columbia,Colombie-Britannique,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,16114
"June 19, 2022",59,British Columbia,Colombie-Britannique,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,5
"June 19, 2022",60,Yukon,Yukon,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,957
"June 19, 2022",60,Yukon,Yukon,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Have not received a 2nd additional dose,46
"June 19, 2022",60,Yukon,Yukon,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,1802
"June 19, 2022",60,Yukon,Yukon,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,32
"June 19, 2022",60,Yukon,Yukon,2,mRNA mixed series,Moderna Spikevax,Have not received a 2nd additional dose,14
"June 19, 2022",60,Yukon,Yukon,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,401
"June 19, 2022",60,Yukon,Yukon,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,1577
"June 19, 2022",60,Yukon,Yukon,1,Moderna Spikevax,Moderna Spikevax,Moderna Spikevax,3112
"June 19, 2022",60,Yukon,Yukon,2,Moderna Spikevax,Moderna Spikevax,Pfizer-BioNTech Comirnaty,5
"June 19, 2022",60,Yukon,Yukon,1,Moderna Spikevax,Moderna Spikevax,Have not received a 2nd additional dose,14584
"June 19, 2022",60,Yukon,Yukon,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,10888
"June 19, 2022",60,Yukon,Yukon,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,10
"June 19, 2022",60,Yukon,Yukon,1,All other series,All other series,All other series,11
"June 19, 2022",60,Yukon,Yukon,1,All other series,All other series,Have not received a 2nd additional dose,156
"June 19, 2022",60,Yukon,Yukon,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,113
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,842
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Have not received a 2nd additional dose,5
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,2597
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,224
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,735
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Moderna Spikevax,Moderna Spikevax,Moderna Spikevax,1702
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,2,Moderna Spikevax,Moderna Spikevax,Pfizer-BioNTech Comirnaty,6
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Moderna Spikevax,Moderna Spikevax,Have not received a 2nd additional dose,14830
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,10717
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,All other series,All other series,All other series,19
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,All other series,All other series,Have not received a 2nd additional dose,56
"June 19, 2022",61,Northwest Territories,Territoires du Nord-Ouest,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,8
"June 19, 2022",62,Nunavut,Nunavut,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,1080
"June 19, 2022",62,Nunavut,Nunavut,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,232
"June 19, 2022",62,Nunavut,Nunavut,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,2219
"June 19, 2022",62,Nunavut,Nunavut,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,129
"June 19, 2022",62,Nunavut,Nunavut,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,171
"June 19, 2022",62,Nunavut,Nunavut,1,Moderna Spikevax,Moderna Spikevax,Not reported,13277
"June 19, 2022",62,Nunavut,Nunavut,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,9064
"June 19, 2022",62,Nunavut,Nunavut,1,All other series,All other series,Not reported,63
"June 19, 2022",62,Nunavut,Nunavut,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,33
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Moderna Spikevax,211543
"May 22, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,984801
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,All other series,77
"May 22, 2022",1,Canada,Canada,3,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,All other series,21
"May 22, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,1153574
"May 22, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,5671107
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Moderna Spikevax,226911
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Pfizer-BioNTech Comirnaty,164249
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,All other series,18
"May 22, 2022",1,Canada,Canada,3,Pfizer-BioNTech Comirnaty,Moderna Spikevax,All other series,4
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,152371
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Have not received a 2nd additional dose,2847977
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,All other series,Moderna Spikevax,20
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,All other series,Pfizer-BioNTech Comirnaty,88
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,All other series,All other series,8
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,110
"May 22, 2022",1,Canada,Canada,3,Pfizer-BioNTech Comirnaty,All other series,Not reported,16
"May 22, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,All other series,Have not received a 2nd additional dose,843
"May 22, 2022",1,Canada,Canada,3,Pfizer-BioNTech Comirnaty,All other series,Have not received a 2nd additional dose,72
"May 22, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,All other series,Have not received a 2nd additional dose,39
"May 22, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,7944405
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,17512
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,54229
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,All other series,7
"May 22, 2022",1,Canada,Canada,3,mRNA mixed series,Pfizer-BioNTech Comirnaty,All other series,6
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,74816
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,691530
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Moderna Spikevax,Moderna Spikevax,45310
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,23975
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Moderna Spikevax,All other series,6
"May 22, 2022",1,Canada,Canada,3,mRNA mixed series,Moderna Spikevax,All other series,5
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Moderna Spikevax,Not reported,79447
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Moderna Spikevax,Have not received a 2nd additional dose,977006
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,All other series,Moderna Spikevax,3
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,All other series,Pfizer-BioNTech Comirnaty,5
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,All other series,Not reported,11
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,All other series,Have not received a 2nd additional dose,100
"May 22, 2022",1,Canada,Canada,3,mRNA mixed series,All other series,Have not received a 2nd additional dose,47
"May 22, 2022",1,Canada,Canada,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,826087
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Moderna Spikevax,11664
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,19594
"May 22, 2022",1,Canada,Canada,3,Moderna Spikevax,Pfizer-BioNTech Comirnaty,All other series,22
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,All other series,1
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,45694
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,406367
"May 22, 2022",1,Canada,Canada,1,Moderna Spikevax,Moderna Spikevax,Moderna Spikevax,305570
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,Moderna Spikevax,Pfizer-BioNTech Comirnaty,25383
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,Moderna Spikevax,All other series,19
"May 22, 2022",1,Canada,Canada,3,Moderna Spikevax,Moderna Spikevax,All other series,5
"May 22, 2022",1,Canada,Canada,1,Moderna Spikevax,Moderna Spikevax,Not reported,311875
"May 22, 2022",1,Canada,Canada,1,Moderna Spikevax,Moderna Spikevax,Have not received a 2nd additional dose,2021813
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,All other series,Moderna Spikevax,7
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,All other series,Pfizer-BioNTech Comirnaty,3
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,All other series,Not reported,20
"May 22, 2022",1,Canada,Canada,2,Moderna Spikevax,All other series,Have not received a 2nd additional dose,201
"May 22, 2022",1,Canada,Canada,3,Moderna Spikevax,All other series,Have not received a 2nd additional dose,40
"May 22, 2022",1,Canada,Canada,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,2259193
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,9107
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,57092
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,All other series,11
"May 22, 2022",1,Canada,Canada,3,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,All other series,1
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,183786
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,401027
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Moderna Spikevax,41250
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,11006
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,All other series,5
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,48076
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Have not received a 2nd additional dose,700621
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Moderna Spikevax,11
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Pfizer-BioNTech Comirnaty,22
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,All other series,2
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,37
"May 22, 2022",1,Canada,Canada,3,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Have not received a 2nd additional dose,4
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Have not received a 2nd additional dose,222
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,222055
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Moderna Spikevax,11546
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,75836
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,All other series,5
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,20840
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,230944
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Moderna Spikevax,23139
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Pfizer-BioNTech Comirnaty,4590
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,All other series,5
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,8208
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Have not received a 2nd additional dose,166627
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Moderna Spikevax,21
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Pfizer-BioNTech Comirnaty,97
"May 22, 2022",1,Canada,Canada,3,AstraZeneca Vaxzevria/COVISHIELD,All other series,All other series,1
"May 22, 2022",1,Canada,Canada,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,All other series,8
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,All other series,3
"May 22, 2022",1,Canada,Canada,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,534
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,31
"May 22, 2022",1,Canada,Canada,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,878
"May 22, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,155
"May 22, 2022",1,Canada,Canada,3,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,3
"May 22, 2022",1,Canada,Canada,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,104296
"May 22, 2022",1,Canada,Canada,3,All other series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,136
"May 22, 2022",1,Canada,Canada,2,All other series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,51
"May 22, 2022",1,Canada,Canada,3,All other series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,195
"May 22, 2022",1,Canada,Canada,2,All other series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,544
"May 22, 2022",1,Canada,Canada,2,All other series,Pfizer-BioNTech Comirnaty,All other series,2
"May 22, 2022",1,Canada,Canada,3,All other series,Pfizer-BioNTech Comirnaty,All other series,1
"May 22, 2022",1,Canada,Canada,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,19
"May 22, 2022",1,Canada,Canada,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,833
"May 22, 2022",1,Canada,Canada,2,All other series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,17693
"May 22, 2022",1,Canada,Canada,3,All other series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,2812
"May 22, 2022",1,Canada,Canada,2,All other series,Moderna Spikevax,Moderna Spikevax,228
"May 22, 2022",1,Canada,Canada,3,All other series,Moderna Spikevax,Moderna Spikevax,319
"May 22, 2022",1,Canada,Canada,3,All other series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,63
"May 22, 2022",1,Canada,Canada,2,All other series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,53
"May 22, 2022",1,Canada,Canada,2,All other series,Moderna Spikevax,All other series,2
"May 22, 2022",1,Canada,Canada,2,All other series,Moderna Spikevax,Not reported,11
"May 22, 2022",1,Canada,Canada,3,All other series,Moderna Spikevax,Not reported,516
"May 22, 2022",1,Canada,Canada,2,All other series,Moderna Spikevax,Have not received a 2nd additional dose,6997
"May 22, 2022",1,Canada,Canada,3,All other series,Moderna Spikevax,Have not received a 2nd additional dose,2210
"May 22, 2022",1,Canada,Canada,2,All other series,All other series,Moderna Spikevax,46
"May 22, 2022",1,Canada,Canada,3,All other series,All other series,Pfizer-BioNTech Comirnaty,1
"May 22, 2022",1,Canada,Canada,2,All other series,All other series,Pfizer-BioNTech Comirnaty,108
"May 22, 2022",1,Canada,Canada,2,All other series,All other series,All other series,1771
"May 22, 2022",1,Canada,Canada,1,All other series,All other series,All other series,3
"May 22, 2022",1,Canada,Canada,1,All other series,All other series,Not reported,61
"May 22, 2022",1,Canada,Canada,2,All other series,All other series,Not reported,5
"May 22, 2022",1,Canada,Canada,3,All other series,All other series,Not reported,4
"May 22, 2022",1,Canada,Canada,1,All other series,All other series,Have not received a 2nd additional dose,1483
"May 22, 2022",1,Canada,Canada,3,All other series,All other series,Have not received a 2nd additional dose,30
